nsec	volume	sqrtvolume	bidprice	bidsize	askprice	asksize	emavol0	emavol1	emabid0	emabid1	emaask0	emaask1	emaspr0	emaspr1	cluster1
45300	2126222	218808	1270500	404	1271900	200	218287	215780	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1441.92	1745.68	8253.31
45310	2129566	219151	1272800	207	1274300	1	218462	215882	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1480.15	1739.91	11277.1
45320	2129933	219208	1274100	708	1276000	1	218669	215991	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1515.26	1734.6	10912.5
45330	2131314	219361	1272900	1	1275200	500	218836	216098	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1628.12	1740.3	10214
45340	2131314	219361	1272900	5	1275200	100	218985	216205	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1818.85	1758.65	8226.95
45350	2131348	219371	1272800	35	1275200	100	219094	216308	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1970.81	1778.02	6943.54
45360	2131518	219389	1273900	106	1275000	1	219173	216409	1.27E+06	1.27E+06	1.27E+06	1.27E+06	2047.08	1793.53	5171.96
45370	2131518	219389	1273900	406	1275000	1	219234	216506	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1778.24	1770.78	4435.12
45380	2132079	219449	1274500	410	1275200	200	219290	216602	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1499.04	1739.17	4652.27
45390	2133057	219553	1275000	302	1277000	200	219364	216699	1.27E+06	1.27E+06	1.28E+06	1.27E+06	1640.97	1747.4	5016.24
45400	2133057	219553	1275100	247	1277000	325	219418	216793	1.27E+06	1.27E+06	1.28E+06	1.27E+06	1724.73	1753.7	3403.73
45410	2133157	219563	1275200	16	1277000	625	219458	216883	1.27E+06	1.27E+06	1.28E+06	1.27E+06	1771.2	1758.16	2595.3
45420	2133157	219563	1275200	116	1277000	625	219488	216971	1.27E+06	1.27E+06	1.28E+06	1.27E+06	1779.38	1759.54	1933.74
